audio_start_timestamp,audio time,x,y,audio,tagId,audio_in_sec,timestamp,Server Time,Watch Timestamp,heartrate,hr_timestamp
1719457578,0:00:01,10438.877904885496,6184.683142671755,0,RED,1,1719457579,2024-06-27 13:06:19+10:00,319636008.0,95.0,1719457579
1719457578,0:00:01,9858.266530574318,5088.911156475228,1,GREEN,1,1719457579,2024-06-27 13:06:19+10:00,308214004.0,77.0,1719457579
1719457578,0:00:01,10400.539053731569,5604.505723678955,1,BLUE,1,1719457579,2024-06-27 13:06:19+10:00,308595052.0,85.0,1719457579
1719457578,0:00:02,9854.77104566511,5090.076318111631,1,GREEN,2,1719457580,2024-06-27 13:06:20+10:00,308214989.0,77.0,1719457580
1719457578,0:00:02,10457.925207534943,5750.377624314635,1,BLUE,2,1719457580,2024-06-27 13:06:20+10:00,308597016.0,85.0,1719457580
1719457578,0:00:02,10440.353375210345,6182.469937184486,0,RED,2,1719457580,2024-06-27 13:06:20+10:00,319636994.0,95.0,1719457580
1719457578,0:00:03,9851.2755607559,5091.241479748033,1,GREEN,3,1719457581,2024-06-27 13:06:21+10:00,308215975.0,78.0,1719457581
1719457578,0:00:03,10441.828845535189,6180.256731697218,0,RED,3,1719457581,2024-06-27 13:06:21+10:00,319637981.0,95.0,1719457581
1719457578,0:00:03,10515.31136133832,5896.2495249503145,1,BLUE,3,1719457581,2024-06-27 13:06:21+10:00,308597995.0,85.0,1719457581
1719457578,0:00:04,9845.390153401686,5099.941662516289,0,GREEN,4,1719457582,2024-06-27 13:06:22+10:00,308216960.0,78.0,1719457582
1719457578,0:00:04,10510.406667571213,5854.743641050828,0,BLUE,4,1719457582,2024-06-27 13:06:22+10:00,308597995.0,85.0,1719457582
1719457578,0:00:04,10436.442422783452,6182.937576528747,0,RED,4,1719457582,2024-06-27 13:06:22+10:00,319638966.0,94.0,1719457582
1719457578,0:00:05,10503.74000032656,5820.1981835103625,0,BLUE,5,1719457583,2024-06-27 13:06:23+10:00,308599119.0,85.0,1719457583
1719457578,0:00:05,9835.046752728176,5122.6971439980125,0,GREEN,5,1719457583,2024-06-27 13:06:23+10:00,308218087.0,78.0,1719457583
1719457578,0:00:05,10394.018182811264,6205.361817656903,0,RED,5,1719457583,2024-06-27 13:06:23+10:00,319640092.0,93.0,1719457583
1719457578,0:00:05,10930.639342472805,6582.065577116059,1,YELLOW,5,1719457583,2024-06-27 13:06:23+10:00,319618011.0,100.0,1719457583
1719457578,0:00:06,9824.703352054668,5145.452625479735,1,GREEN,6,1719457584,2024-06-27 13:06:24+10:00,308218087.0,78.0,1719457584
1719457578,0:00:06,10493.136182514656,5769.826439567421,0,BLUE,6,1719457584,2024-06-27 13:06:24+10:00,308600106.0,85.0,1719457584
1719457578,0:00:06,10964.57440465828,6522.620312663208,1,YELLOW,6,1719457584,2024-06-27 13:06:24+10:00,319619133.0,100.0,1719457584
1719457578,0:00:06,10337.460114510654,6238.747335308107,0,RED,6,1719457584,2024-06-27 13:06:24+10:00,319641078.0,92.0,1719457584
1719457578,0:00:07,11012.204731513426,6452.483292102633,1,YELLOW,7,1719457585,2024-06-27 13:06:25+10:00,319620123.0,100.0,1719457585
1719457578,0:00:07,10488.658807450696,5731.393900584407,0,BLUE,7,1719457585,2024-06-27 13:06:25+10:00,308601086.0,86.0,1719457585
1719457578,0:00:07,10258.643948927363,6293.976356772297,0,RED,7,1719457585,2024-06-27 13:06:25+10:00,319642063.0,91.0,1719457585
1719457578,0:00:07,9818.083448176612,5116.514604550049,1,GREEN,7,1719457585,2024-06-27 13:06:25+10:00,308220063.0,78.0,1719457585
1719457578,0:00:08,9824.395481093548,5108.802259453227,1,GREEN,8,1719457586,2024-06-27 13:06:26+10:00,308221049.0,78.0,1719457586
1719457578,0:00:08,11092.589059029158,6366.566620264775,1,YELLOW,8,1719457586,2024-06-27 13:06:26+10:00,319621110.0,100.0,1719457586
1719457578,0:00:08,10484.73839679426,5656.983126267961,0,BLUE,8,1719457586,2024-06-27 13:06:26+10:00,308601086.0,86.0,1719457586
1719457578,0:00:08,10160.949227258008,6364.416076813167,0,RED,8,1719457586,2024-06-27 13:06:26+10:00,319643048.0,91.0,1719457586
1719457578,0:00:09,11109.694473432924,6364.659526294251,1,YELLOW,9,1719457587,2024-06-27 13:06:27+10:00,319622099.0,100.0,1719457587
1719457578,0:00:09,10103.49253717044,6405.791044878258,0,RED,9,1719457587,2024-06-27 13:06:27+10:00,319644034.0,91.0,1719457587
1719457578,0:00:09,10480.21370983691,5605.854839347634,1,BLUE,9,1719457587,2024-06-27 13:06:27+10:00,308603051.0,87.0,1719457587
1719457578,0:00:09,9825.478330266198,5117.272872374777,0,GREEN,9,1719457587,2024-06-27 13:06:27+10:00,308221049.0,78.0,1719457587
1719457578,0:00:10,11129.42389924597,6366.350619935369,0,YELLOW,10,1719457588,2024-06-27 13:06:28+10:00,319623086.0,100.0,1719457588
1719457578,0:00:10,10476.18145191416,5589.725807656642,1,BLUE,10,1719457588,2024-06-27 13:06:28+10:00,308605020.0,87.0,1719457588
1719457578,0:00:10,10063.30884264621,6434.493683824136,1,RED,10,1719457588,2024-06-27 13:06:28+10:00,319645020.0,91.0,1719457588
1719457578,0:00:10,9829.892455706717,5126.502407386767,1,GREEN,10,1719457588,2024-06-27 13:06:28+10:00,308223019.0,78.0,1719457588
1719457578,0:00:11,9975.65750203574,6496.965608365836,0,RED,11,1719457589,2024-06-27 13:06:29+10:00,319646012.0,91.0,1719457589
1719457578,0:00:11,9828.6,5137.8,1,GREEN,11,1719457589,2024-06-27 13:06:29+10:00,308224004.0,78.0,1719457589
1719457578,0:00:11,11157.588235762854,6376.88235316617,0,YELLOW,11,1719457589,2024-06-27 13:06:29+10:00,319624074.0,100.0,1719457589
1719457578,0:00:11,10476.23236543531,5610.76763456469,1,BLUE,11,1719457589,2024-06-27 13:06:29+10:00,308605020.0,87.0,1719457589
1719457578,0:00:12,9921.525702118215,6534.33479850479,0,RED,12,1719457590,2024-06-27 13:06:30+10:00,319646990.0,91.0,1719457590
1719457578,0:00:12,10472.662807804949,5624.366133657942,0,BLUE,12,1719457590,2024-06-27 13:06:30+10:00,308605999.0,87.0,1719457590
1719457578,0:00:12,11180.807406871048,6366.97037110296,0,YELLOW,12,1719457590,2024-06-27 13:06:30+10:00,319625061.0,100.0,1719457590
1719457578,0:00:12,9811.58501460228,5158.619596289327,1,GREEN,12,1719457590,2024-06-27 13:06:30+10:00,308224991.0,78.0,1719457590
1719457578,0:00:13,9915.083477467162,6530.099131686397,0,RED,13,1719457591,2024-06-27 13:06:31+10:00,319647976.0,91.0,1719457591
1719457578,0:00:13,9798.03037830352,5183.231525864157,1,GREEN,13,1719457591,2024-06-27 13:06:31+10:00,308225976.0,78.0,1719457591
1719457578,0:00:13,11207.847085783498,6331.136180341845,1,YELLOW,13,1719457591,2024-06-27 13:06:31+10:00,319626051.0,99.0,1719457591
1719457578,0:00:13,10469.770387582596,5623.757085231271,0,BLUE,13,1719457591,2024-06-27 13:06:31+10:00,308608104.0,85.0,1719457591
1719457578,0:00:14,9930.155942068566,6506.331014430337,0,RED,14,1719457592,2024-06-27 13:06:32+10:00,319649102.0,91.0,1719457592
1719457578,0:00:14,11196.883439181733,6348.4472012920005,1,YELLOW,14,1719457592,2024-06-27 13:06:32+10:00,319627038.0,99.0,1719457592
1719457578,0:00:14,10467.058988830828,5617.946631417334,0,BLUE,14,1719457592,2024-06-27 13:06:32+10:00,308608104.0,85.0,1719457592
1719457578,0:00:14,9785.304598904311,5207.862066636815,0,GREEN,14,1719457592,2024-06-27 13:06:32+10:00,308226962.0,78.0,1719457592
1719457578,0:00:15,10468.44295298577,5650.7718119430765,0,BLUE,15,1719457593,2024-06-27 13:06:33+10:00,308610070.0,84.0,1719457593
1719457578,0:00:15,9779.765192928056,5226.1187834988,0,GREEN,15,1719457593,2024-06-27 13:06:33+10:00,308226962.0,78.0,1719457593
1719457578,0:00:15,11214.141882791091,6393.312415817592,1,YELLOW,15,1719457593,2024-06-27 13:06:33+10:00,319628027.0,100.0,1719457593
1719457578,0:00:15,9939.4891598719,6496.4891598719005,0,RED,15,1719457593,2024-06-27 13:06:33+10:00,319650087.0,91.0,1719457593
1719457578,0:00:16,11218.519196637862,6434.191966378617,1,YELLOW,16,1719457594,2024-06-27 13:06:34+10:00,319629014.0,100.0,1719457594
1719457578,0:00:16,9782.734514543656,5232.349407394645,0,GREEN,16,1719457594,2024-06-27 13:06:34+10:00,308229074.0,79.0,1719457594
1719457578,0:00:16,9936.292521047846,6488.61218428232,0,RED,16,1719457594,2024-06-27 13:06:34+10:00,319651073.0,90.0,1719457594
1719457578,0:00:16,10469.705244101657,5648.768535390066,0,BLUE,16,1719457594,2024-06-27 13:06:34+10:00,308611051.0,83.0,1719457594
1719457578,0:00:17,9936.895657359426,6479.565139608602,0,RED,17,1719457595,2024-06-27 13:06:35+10:00,319652058.0,90.0,1719457595
1719457578,0:00:17,10470.91078949596,5641.535263024242,1,BLUE,17,1719457595,2024-06-27 13:06:35+10:00,308612038.0,83.0,1719457595
1719457578,0:00:17,11220.29119891868,6451.9119891868095,1,YELLOW,17,1719457595,2024-06-27 13:06:35+10:00,319630009.0,100.0,1719457595
1719457578,0:00:17,9785.205333324287,5237.120643660693,0,GREEN,17,1719457595,2024-06-27 13:06:35+10:00,308230062.0,79.0,1719457595
1719457578,0:00:18,9787.67615210492,5241.89187992674,0,GREEN,18,1719457596,2024-06-27 13:06:36+10:00,308231046.0,79.0,1719457596
1719457578,0:00:18,10470.47326511144,5637.839590668638,1,BLUE,18,1719457596,2024-06-27 13:06:36+10:00,308613020.0,83.0,1719457596
1719457578,0:00:18,9922.998871682625,6470.999435841312,0,RED,18,1719457596,2024-06-27 13:06:36+10:00,319653042.0,89.0,1719457596
1719457578,0:00:18,11218.292419155146,6461.166064675882,1,YELLOW,18,1719457596,2024-06-27 13:06:36+10:00,319631130.0,100.0,1719457596
1719457578,0:00:19,9790.146970885551,5246.663116192788,0,GREEN,19,1719457597,2024-06-27 13:06:37+10:00,308232030.0,79.0,1719457597
1719457578,0:00:19,11213.779783696462,6464.776173042831,0,YELLOW,19,1719457597,2024-06-27 13:06:37+10:00,319632117.0,100.0,1719457597
1719457578,0:00:19,9906.896887766,6462.608173510794,0,RED,19,1719457597,2024-06-27 13:06:37+10:00,319654027.0,88.0,1719457597
1719457578,0:00:19,10469.87411016225,5634.05582621688,1,BLUE,19,1719457597,2024-06-27 13:06:37+10:00,308613020.0,83.0,1719457597
1719457578,0:00:20,10469.124765813363,5628.435743600238,1,BLUE,20,1719457598,2024-06-27 13:06:38+10:00,308615121.0,83.0,1719457598
1719457578,0:00:20,9792.617789666185,5251.434352458836,0,GREEN,20,1719457598,2024-06-27 13:06:38+10:00,308233015.0,79.0,1719457598
1719457578,0:00:20,11209.267148237775,6468.386281409779,1,YELLOW,20,1719457598,2024-06-27 13:06:38+10:00,319633105.0,99.0,1719457598
1719457578,0:00:20,9905.022122150587,6455.484064172232,0,RED,20,1719457598,2024-06-27 13:06:38+10:00,319655016.0,88.0,1719457598
1719457578,0:00:21,11204.75451277909,6471.996389776728,1,YELLOW,21,1719457599,2024-06-27 13:06:39+10:00,319634093.0,100.0,1719457599
1719457578,0:00:21,10468.37542146448,5622.815660983598,1,BLUE,21,1719457599,2024-06-27 13:06:39+10:00,308616107.0,82.0,1719457599
1719457578,0:00:21,9795.088608446817,5256.205588724884,0,GREEN,21,1719457599,2024-06-27 13:06:39+10:00,308234001.0,79.0,1719457599
1719457578,0:00:21,9903.147356535175,6448.359954833671,0,RED,21,1719457599,2024-06-27 13:06:39+10:00,319656002.0,87.0,1719457599
1719457578,0:00:22,9797.559427227448,5260.976824990931,1,GREEN,22,1719457600,2024-06-27 13:06:40+10:00,308234001.0,79.0,1719457600
1719457578,0:00:22,11208.929203041913,6462.115045056893,1,YELLOW,22,1719457600,2024-06-27 13:06:40+10:00,319635081.0,100.0,1719457600
1719457578,0:00:22,10468.0,5639.02965885947,1,BLUE,22,1719457600,2024-06-27 13:06:40+10:00,308616107.0,82.0,1719457600
1719457578,0:00:22,9888.753912709642,6440.136557873646,1,RED,22,1719457600,2024-06-27 13:06:40+10:00,319656987.0,86.0,1719457600
1719457578,0:00:23,9878.504477998593,6409.238805003516,1,RED,23,1719457601,2024-06-27 13:06:41+10:00,319657972.0,86.0,1719457601
1719457578,0:00:23,9800.030246008078,5265.748061256979,1,GREEN,23,1719457601,2024-06-27 13:06:41+10:00,308234987.0,78.0,1719457601
1719457578,0:00:23,10466.0,5623.69501470889,1,BLUE,23,1719457601,2024-06-27 13:06:41+10:00,308617089.0,82.0,1719457601
1719457578,0:00:23,11236.15112556955,6405.668809367474,1,YELLOW,23,1719457601,2024-06-27 13:06:41+10:00,319636069.0,101.0,1719457601
1719457578,0:00:24,9802.50106478871,5270.519297523027,1,GREEN,24,1719457602,2024-06-27 13:06:42+10:00,308237099.0,78.0,1719457602
1719457578,0:00:24,11254.909090667112,6362.354067507811,1,YELLOW,24,1719457602,2024-06-27 13:06:42+10:00,319637057.0,101.0,1719457602
